context_index,variant,rounds,max_weight1_class_probability,max_weight1_class_log2_probability,max_weight1_class_start_bit,max_single_trail_probability,max_single_trail_log2_probability,class_minus_single_gap_bits,finite_4_16_decay_bits_per_round
68,round_only,4,2.1718442440032959e-06,-18.812647926800,101,1.4901161193847656e-08,-26.000000000000,7.187352073200,5.025161541976
68,round_only,8,2.0137363998529167e-12,-38.853262293196,24,5.5511151231257827e-17,-54.000000000000,15.146737706804,5.025161541976
68,round_only,12,1.7881117806625109e-18,-58.956268781090,101,4.1359030627651384e-25,-81.000000000000,22.043731218910,5.025161541976
68,round_only,16,1.5288794112284389e-24,-79.113799657180,101,6.1629758220391547e-33,-107.000000000000,27.886200342820,5.025161541976
69,static,4,2.9243528842926025e-06,-18.383451156221,73,1.4901161193847656e-08,-26.000000000000,7.616548843779,4.974064311680
69,static,8,3.2110564207599168e-12,-38.180089124087,73,1.1102230246251565e-16,-53.000000000000,14.819910875913,4.974064311680
69,static,12,3.2774179033276179e-18,-58.082146065419,73,8.2718061255302767e-25,-80.000000000000,21.917853934581,4.974064311680
69,static,16,3.1513819318907967e-24,-78.070289664847,73,1.2325951644078309e-32,-106.000000000000,27.929710335153,4.974064311680
69,position_only,4,3.6470592021942139e-06,-18.064834950396,73,1.4901161193847656e-08,-26.000000000000,7.935165049604,5.028310835239
69,position_only,8,3.9690611908227424e-12,-37.874339334180,73,1.1102230246251565e-16,-53.000000000000,15.125660665820,5.028310835239
69,position_only,12,2.938578409742661e-18,-58.239587313870,73,1.6543612251060553e-24,-79.000000000000,20.760412686130,5.028310835239
69,position_only,16,2.649482962706017e-24,-78.320563427024,73,1.2325951644078309e-32,-106.000000000000,27.679436572976,5.028310835239
69,rotor,4,2.0116567611694336e-06,-18.923184402949,73,1.4901161193847656e-08,-26.000000000000,7.076815597051,5.013615124481
69,rotor,8,1.9996920785914085e-12,-38.863359274093,73,1.1102230246251565e-16,-53.000000000000,14.136640725907,5.013615124481
69,rotor,12,1.778307415657073e-18,-58.964200963835,73,8.2718061255302767e-25,-80.000000000000,21.035799036165,5.013615124481
69,rotor,16,1.5748001749089812e-24,-79.071105499451,73,6.1629758220391547e-33,-107.000000000000,27.928894500549,5.013615124481
69,round_only,4,1.8589198589324951e-06,-19.037103994663,73,1.4901161193847656e-08,-26.000000000000,6.962896005337,5.011654192409
69,round_only,8,1.7690710008011479e-12,-39.040145187597,73,1.1102230246251565e-16,-53.000000000000,13.959854812403,5.011654192409
69,round_only,12,1.653645713876197e-18,-59.069055531252,73,8.2718061255302767e-25,-80.000000000000,20.930944468748,5.011654192409
69,round_only,16,1.4574211494786092e-24,-79.182856445558,73,6.1629758220391547e-33,-107.000000000000,27.817143554442,5.011654192409
70,static,4,2.946704626083374e-06,-18.372466115527,31,1.4901161193847656e-08,-26.000000000000,7.627533884473,4.932739393934
70,static,8,3.4383329516884942e-12,-38.081427883393,31,5.5511151231257827e-17,-54.000000000000,15.918572116607,4.932739393934
70,static,12,3.8375683807290069e-18,-57.854513250217,31,8.2718061255302767e-25,-80.000000000000,22.145486749783,4.932739393934
70,static,16,4.5157888552651839e-24,-77.551296245699,31,1.2325951644078309e-32,-106.000000000000,28.448703754301,4.932739393934
70,position_only,4,2.1308660507202148e-06,-18.840128663222,33,1.4901161193847656e-08,-26.000000000000,7.159871336778,4.968132739798
70,position_only,8,2.2458562787264214e-12,-38.695871531748,125,4.4408920985006262e-16,-51.000000000000,12.304128468252,4.968132739798
70,position_only,12,2.4506485029366057e-18,-58.501542135002,119,1.6543612251060553e-24,-79.000000000000,20.498457864998,4.968132739798
70,position_only,16,2.3722662699366113e-24,-78.480008326115,125,2.4651903288156619e-32,-105.000000000000,26.519991673885,4.968132739798
70,rotor,4,2.2798776626586914e-06,-18.742612157307,105,1.4901161193847656e-08,-26.000000000000,7.257387842693,4.957211809260
70,rotor,8,2.4745483440113958e-12,-38.555971910958,105,2.2204460492503131e-16,-52.000000000000,13.444028089042,4.957211809260
70,rotor,12,2.6397397679183316e-18,-58.394309995828,105,1.6543612251060553e-24,-79.000000000000,20.605690004172,4.957211809260
70,rotor,16,2.8289840148209379e-24,-78.225990252490,105,1.2325951644078309e-32,-106.000000000000,27.774009747510,4.957211809260
70,round_only,4,2.6784837245941162e-06,-18.510152039561,21,1.4901161193847656e-08,-26.000000000000,7.489847960439,4.959646645290
70,round_only,8,2.9462821071746248e-12,-38.304241563286,21,2.2204460492503131e-16,-52.000000000000,13.695758436714,4.959646645290
70,round_only,12,3.1841375211318373e-18,-58.123803061547,21,1.6543612251060553e-24,-79.000000000000,20.876196938453,4.959646645290
70,round_only,16,3.2355720417612391e-24,-78.032253477334,21,1.2325951644078309e-32,-106.000000000000,27.967746522666,4.959646645290
71,static,4,2.7604401111602783e-06,-18.466670267694,40,1.4901161193847656e-08,-26.000000000000,7.533329732306,4.945596114836
71,static,8,3.563926931349215e-12,-38.029669380032,40,1.1102230246251565e-16,-53.000000000000,14.970330619968,4.945596114836
71,static,12,3.7132209041833245e-18,-57.902034562484,40,8.2718061255302767e-25,-80.000000000000,22.097965437516,4.945596114836
71,static,16,3.8435627069734765e-24,-77.783830071354,40,1.2325951644078309e-32,-106.000000000000,28.216169928646,4.945596114836
71,position_only,4,2.9802322387695312e-06,-18.356143810225,87,1.4901161193847656e-08,-26.000000000000,7.643856189775,4.910998321985
71,position_only,8,3.7916614292754502e-12,-37.940306991952,84,1.1102230246251565e-16,-53.000000000000,15.059693008048,4.910998321985
71,position_only,12,4.54579256298109e-18,-57.610173856458,84,8.2718061255302767e-25,-80.000000000000,22.389826143542,4.910998321985
71,position_only,16,5.4519605720286305e-24,-77.279499148526,84,1.2325951644078309e-32,-106.000000000000,28.720500851474,4.910998321985
71,rotor,4,2.5928020477294922e-06,-18.557056504151,40,1.4901161193847656e-08,-26.000000000000,7.442943495849,4.996171707920
71,rotor,8,2.5154323068932172e-12,-38.532330773045,40,2.2204460492503131e-16,-52.000000000000,13.467669226955,4.996171707920
71,rotor,12,2.3866308756808072e-18,-58.539730256343,40,1.6543612251060553e-24,-79.000000000000,20.460269743657,4.996171707920
71,rotor,16,2.3338764044433953e-24,-78.503546115317,40,6.1629758220391547e-33,-107.000000000000,28.496453884683,4.996171707920
71,round_only,4,2.6263296604156494e-06,-18.538520552714,74,1.4901161193847656e-08,-26.000000000000,7.461479447286,4.994398011118
71,round_only,8,2.1989909892994319e-12,-38.726295446106,25,1.1102230246251565e-16,-53.000000000000,14.273704553894,4.994398011118
71,round_only,12,2.2429627347725706e-18,-58.629300056699,25,8.2718061255302767e-25,-80.000000000000,21.370699943301,4.994398011118
71,round_only,16,2.345857067855917e-24,-78.496159164091,25,1.2325951644078309e-32,-106.000000000000,27.503840835909,4.994398011118
72,static,4,2.1494925022125244e-06,-18.827572491355,90,1.4901161193847656e-08,-26.000000000000,7.172427508645,4.923682921738
72,static,8,2.7162300186844845e-12,-38.421531482054,90,1.1102230246251565e-16,-53.000000000000,14.578468517946,4.923682921738
72,static,12,3.1280629991056558e-18,-58.149436139195,90,1.6543612251060553e-24,-79.000000000000,20.850563860805,4.923682921738
72,static,16,3.5444563953905439e-24,-77.900709895477,90,1.2325951644078309e-32,-106.000000000000,28.099290104523,4.923682921738
72,position_only,4,1.8030405044555664e-06,-19.081136762725,52,1.4901161193847656e-08,-26.000000000000,6.918863237275,5.001880115290
72,position_only,8,2.2107593533604586e-12,-38.718595145882,74,2.2204460492503131e-16,-52.000000000000,13.281404854118,5.001880115290
72,position_only,12,1.9954608346184486e-18,-58.797983744962,74,3.3087224502121107e-24,-78.000000000000,19.202016255038,5.001880115290
72,position_only,16,1.5654008974158658e-24,-79.079742100236,74,2.4651903288156619e-32,-105.000000000000,25.920257899764,5.001880115290
72,rotor,4,1.9706785678863525e-06,-18.952876087886,116,1.4901161193847656e-08,-26.000000000000,7.047123912114,5.002794288005
72,rotor,8,1.7858631240486034e-12,-39.026515628079,116,1.1102230246251565e-16,-53.000000000000,13.973484371921,5.002794288005
72,rotor,12,1.6842433315296866e-18,-59.042605120738,116,8.2718061255302767e-25,-80.000000000000,20.957394879262,5.002794288005
72,rotor,16,1.6719181028200395e-24,-78.984770097072,116,6.1629758220391547e-33,-107.000000000000,28.015229902928,5.002794288005
72,round_only,4,1.8998980522155762e-06,-19.005646563141,108,1.4901161193847656e-08,-26.000000000000,6.994353436859,4.996789167614
72,round_only,8,1.8857970740526753e-12,-38.947962699119,77,2.2204460492503131e-16,-52.000000000000,13.052037300881,4.996789167614
72,round_only,12,1.7632292055599384e-18,-58.976485682418,123,1.6543612251060553e-24,-79.000000000000,20.023514317582,4.996789167614
72,round_only,16,1.7087560830456104e-24,-78.953327803568,123,2.4651903288156619e-32,-105.000000000000,26.046672196432,4.996789167614
73,static,4,2.428889274597168e-06,-18.651271845769,127,1.4901161193847656e-08,-26.000000000000,7.348728154231,4.955735712553
73,static,8,2.6867813529563023e-12,-38.437258217312,127,2.2204460492503131e-16,-52.000000000000,13.562741782688,4.955735712553
73,static,12,2.7989943697113283e-18,-58.309797123097,127,3.3087224502121107e-24,-78.000000000000,19.690202876903,4.955735712553
73,static,16,3.0795208572708666e-24,-78.103568377874,127,2.4651903288156619e-32,-105.000000000000,26.896431622126,4.955735712553
73,position_only,4,2.7045607566833496e-06,-18.496174262004,23,7.4505805969238281e-09,-27.000000000000,8.503825737996,4.989680054013
73,position_only,8,2.8426150322502508e-12,-38.355918406734,15,5.5511151231257827e-17,-54.000000000000,15.644081593266,4.989680054013
73,position_only,12,2.6686108528382699e-18,-58.378616766529,15,4.1359030627651384e-25,-81.000000000000,22.621383233471,4.989680054013
73,position_only,16,2.5941563167482081e-24,-78.351008862240,15,3.0814879110195774e-33,-108.000000000000,29.648991137760,4.989680054013
73,rotor,4,2.1606683731079102e-06,-18.820090909985,1,7.4505805969238281e-09,-27.000000000000,8.179909090015,4.998562219556
73,rotor,8,2.1161961072380109e-12,-38.781663810899,23,5.5511151231257827e-17,-54.000000000000,15.218336189101,4.998562219556
73,rotor,12,1.9990375118883396e-18,-58.795400163500,23,4.1359030627651384e-25,-81.000000000000,22.204599836500,4.998562219556
73,rotor,16,1.9051869310475879e-24,-78.796341719859,23,3.0814879110195774e-33,-108.000000000000,29.203658280141,4.998562219556
73,round_only,4,2.209097146987915e-06,-18.788111705454,23,7.4505805969238281e-09,-27.000000000000,8.211888294546,5.020659176732
73,round_only,8,2.1712215358959952e-12,-38.744630202915,23,1.1102230246251565e-16,-53.000000000000,14.255369797085,5.020659176732
73,round_only,12,1.8082094778129821e-18,-58.940143886914,23,8.2718061255302767e-25,-80.000000000000,21.059856113086,5.020659176732
73,round_only,16,1.6562013881900082e-24,-78.998396167214,23,6.1629758220391547e-33,-107.000000000000,28.001603832786,5.020659176732
74,static,4,2.5406479835510254e-06,-18.586372070976,122,1.4901161193847656e-08,-26.000000000000,7.413627929024,4.896370078887
74,static,8,3.1987607007621932e-12,-38.185624070151,122,1.1102230246251565e-16,-53.000000000000,14.814375929849,4.896370078887
74,static,12,4.1780796580307219e-18,-57.731865709308,122,1.6543612251060553e-24,-79.000000000000,21.268134290692,4.896370078887
74,static,16,5.170779199935052e-24,-77.355892576413,122,1.2325951644078309e-32,-106.000000000000,28.644107423587,4.896370078887
74,position_only,4,1.862645149230957e-06,-19.034215715338,46,1.4901161193847656e-08,-26.000000000000,6.965784284662,4.962563687060
74,position_only,8,2.0679291612424322e-12,-38.814950372954,84,1.1102230246251565e-16,-53.000000000000,14.185049627046,4.962563687060
74,position_only,12,2.2836021699660891e-18,-58.603394369622,87,8.2718061255302767e-25,-80.000000000000,21.396605630378,4.962563687060
74,position_only,16,2.1745105878222134e-24,-78.605583543909,87,6.1629758220391547e-33,-107.000000000000,28.394416456091,4.962563687060
74,rotor,4,2.3096799850463867e-06,-18.723875594726,46,7.4505805969238281e-09,-27.000000000000,8.276124405274,4.995481746075
74,rotor,8,2.0521084831415237e-12,-38.826030138720,46,5.5511151231257827e-17,-54.000000000000,15.173969861280,4.995481746075
74,rotor,12,2.007104228920745e-18,-58.789590170175,46,8.2718061255302767e-25,-80.000000000000,21.210409829825,4.995481746075
74,rotor,16,2.0712409762015658e-24,-78.675778865242,46,6.1629758220391547e-33,-107.000000000000,28.324221134758,4.995481746075
74,round_only,4,2.1941959857940674e-06,-18.797876176170,122,1.4901161193847656e-08,-26.000000000000,7.202123823830,4.995263464604
74,round_only,8,2.0136808887016855e-12,-38.853302063429,122,1.1102230246251565e-16,-53.000000000000,14.146697936571,4.995263464604
74,round_only,12,1.9772820413927356e-18,-58.811187034833,122,1.6543612251060553e-24,-79.000000000000,20.188812965167,4.995263464604
74,round_only,16,1.9690688588412153e-24,-78.748760713761,122,1.2325951644078309e-32,-106.000000000000,27.251239286239,4.995263464604
75,static,4,3.0845403671264648e-06,-18.306513042501,65,1.4901161193847656e-08,-26.000000000000,7.693486957499,4.986255816214
75,static,8,2.9498070652778097e-12,-38.302516541825,65,1.1102230246251565e-16,-53.000000000000,14.697483458175,4.986255816214
75,static,12,2.7856443984077585e-18,-58.316694605596,65,8.2718061255302767e-25,-80.000000000000,21.683305394404,4.986255816214
75,static,16,3.0477467745296586e-24,-78.118531237427,65,6.1629758220391547e-33,-107.000000000000,28.881468762573,4.986255816214
75,position_only,4,1.9334256649017334e-06,-18.980409271642,6,7.4505805969238281e-09,-27.000000000000,8.019590728358,4.965933868043
75,position_only,8,2.2263163534930186e-12,-38.708478528364,126,5.5511151231257827e-17,-54.000000000000,15.291521471636,4.965933868043
75,position_only,12,2.2281927011524003e-18,-58.638831701069,126,2.0679515313825692e-25,-82.000000000000,23.361168298931,4.965933868043
75,position_only,16,2.2608487653597936e-24,-78.549409787977,126,1.5407439555097887e-33,-109.000000000000,30.450590212023,4.965933868043
75,rotor,4,2.253800630569458e-06,-18.759208667838,14,7.4505805969238281e-09,-27.000000000000,8.240791332162,4.982321135757
75,rotor,8,2.0131118994015651e-12,-38.853709771543,14,5.5511151231257827e-17,-54.000000000000,15.146290228457,4.982321135757
75,rotor,12,2.2092794749403167e-18,-58.651129776103,14,4.1359030627651384e-25,-81.000000000000,22.348870223897,4.982321135757
75,rotor,16,2.1965770927085175e-24,-78.591017143076,14,3.0814879110195774e-33,-108.000000000000,29.408982856924,4.982321135757
75,round_only,4,2.6188790798187256e-06,-18.542619120927,14,7.4505805969238281e-09,-27.000000000000,8.457380879073,4.986304298798
75,round_only,8,2.4922147678907436e-12,-38.545708739941,14,5.5511151231257827e-17,-54.000000000000,15.454291260059,4.986304298798
75,round_only,12,2.5654159355192169e-18,-58.435512956424,14,4.1359030627651384e-25,-81.000000000000,22.564487043576,4.986304298798
75,round_only,16,2.5132123556360545e-24,-78.396741699401,14,3.0814879110195774e-33,-108.000000000000,29.603258300599,4.986304298798
76,static,4,2.946704626083374e-06,-18.372466115527,66,1.4901161193847656e-08,-26.000000000000,7.627533884473,4.949841941834
76,static,8,4.0772940579358874e-12,-37.835525129669,0,1.1102230246251565e-16,-53.000000000000,15.164474870331,4.949841941834
76,static,12,3.651811790989212e-18,-57.926093295116,11,1.6543612251060553e-24,-79.000000000000,21.073906704884,4.949841941834
76,static,16,4.1490230125399714e-24,-77.673502618163,11,1.2325951644078309e-32,-106.000000000000,28.326497381837,4.949841941834
76,position_only,4,2.3134052753448486e-06,-18.721550541780,11,1.4901161193847656e-08,-26.000000000000,7.278449458220,5.035224860264
76,position_only,8,1.9508422655079016e-12,-38.899040004458,11,1.1102230246251565e-16,-53.000000000000,14.100959995542,5.035224860264
76,position_only,12,1.6453965518199353e-18,-59.076270382737,95,1.6543612251060553e-24,-79.000000000000,19.923729617263,5.035224860264
76,position_only,16,1.5095679778239369e-24,-79.132138552534,95,1.2325951644078309e-32,-106.000000000000,26.867861447466,5.035224860264
76,rotor,4,2.212822437286377e-06,-18.785680879199,11,1.4901161193847656e-08,-26.000000000000,7.214319120801,4.966464788596
76,rotor,8,2.9048707883561065e-12,-38.324663146152,11,2.2204460492503131e-16,-52.000000000000,13.675336853848,4.966464788596
76,rotor,12,2.7556364571334426e-18,-58.332320137813,11,1.6543612251060553e-24,-79.000000000000,20.667679862187,4.966464788596
76,rotor,16,2.6212989196924797e-24,-78.335992396592,11,2.4651903288156619e-32,-105.000000000000,26.664007603408,4.966464788596
76,round_only,4,2.2426247596740723e-06,-18.766380323240,11,1.4901161193847656e-08,-26.000000000000,7.233619676760,4.990290342750
76,round_only,8,2.4981822166481038e-12,-38.542258428129,11,2.2204460492503131e-16,-52.000000000000,13.457741571871,4.990290342750
76,round_only,12,2.2792903359267916e-18,-58.606121001218,11,1.6543612251060553e-24,-79.000000000000,20.393878998782,4.990290342750
76,round_only,16,2.1594195585273069e-24,-78.615630702208,11,2.4651903288156619e-32,-105.000000000000,26.384369297792,4.990290342750
77,static,4,2.3581087589263916e-06,-18.693938310572,103,2.9802322387695312e-08,-25.000000000000,6.306061689428,4.922796867841
77,static,8,2.8893137882235465e-12,-38.332410245189,40,2.2204460492503131e-16,-52.000000000000,13.667589754811,4.922796867841
77,static,12,3.4087415626656312e-18,-58.025466483794,2,1.6543612251060553e-24,-79.000000000000,20.974533516206,4.922796867841
77,static,16,3.8889925607408442e-24,-77.766877802255,2,2.4651903288156619e-32,-105.000000000000,27.233122197745,4.922796867841
77,position_only,4,2.4549663066864014e-06,-18.635865344992,4,7.4505805969238281e-09,-27.000000000000,8.364134655008,4.956279401531
77,position_only,8,2.7332996976880963e-12,-38.412493483155,10,5.5511151231257827e-17,-54.000000000000,15.587506516845,4.956279401531
77,position_only,12,2.8200109611247694e-18,-58.299004937714,4,8.2718061255302767e-25,-80.000000000000,21.700995062286,4.956279401531
77,position_only,16,3.1069967450883164e-24,-78.090753547214,4,3.0814879110195774e-33,-108.000000000000,29.909246452786,4.956279401531
77,rotor,4,2.4437904357910156e-06,-18.642447995382,4,7.4505805969238281e-09,-27.000000000000,8.357552004618,4.973549976439
77,rotor,8,2.729885761887374e-12,-38.414296559008,4,1.1102230246251565e-16,-53.000000000000,14.585703440992,4.973549976439
77,rotor,12,2.6678860358265203e-18,-58.379008667784,4,8.2718061255302767e-25,-80.000000000000,21.620991332216,4.973549976439
77,rotor,16,2.6846437050468385e-24,-78.301543644978,4,3.0814879110195774e-33,-108.000000000000,29.698456355022,4.973549976439
77,round_only,4,2.3655593395233154e-06,-18.689387218340,121,7.4505805969238281e-09,-27.000000000000,8.310612781660,4.969226141747
77,round_only,8,2.417913091967705e-12,-38.589374748503,121,5.5511151231257827e-17,-54.000000000000,15.410625251497,4.969226141747
77,round_only,12,2.5369737954456756e-18,-58.451597090177,121,8.2718061255302767e-25,-80.000000000000,21.548402909823,4.969226141747
77,round_only,16,2.6413569573658859e-24,-78.324994994413,121,6.1629758220391547e-33,-107.000000000000,28.675005005587,4.969226141747
78,static,4,2.3134052753448486e-06,-18.721550541780,31,1.4901161193847656e-08,-26.000000000000,7.278449458220,5.003505468890
78,static,8,1.9789170302431103e-12,-38.878426012653,26,2.2204460492503131e-16,-52.000000000000,13.121573987347,5.003505468890
78,static,12,2.031790503724201e-18,-58.771954053313,17,3.3087224502121107e-24,-78.000000000000,19.228045946687,5.003505468890
78,static,16,1.8953883786176799e-24,-78.803780780090,2,4.9303806576313238e-32,-104.000000000000,25.196219219910,5.003505468890
78,position_only,4,2.6375055313110352e-06,-18.532394449917,96,1.4901161193847656e-08,-26.000000000000,7.467605550083,4.938226023707
78,position_only,8,3.2662900162350184e-12,-38.155484244133,96,2.2204460492503131e-16,-52.000000000000,13.844515755867,4.938226023707
78,position_only,12,3.5144474901316654e-18,-57.981407808405,96,3.3087224502121107e-24,-78.000000000000,20.018592191595,4.938226023707
78,position_only,16,3.8892914949201272e-24,-77.766766911253,96,2.4651903288156619e-32,-105.000000000000,27.233233088747,4.938226023707
78,rotor,4,2.3357570171356201e-06,-18.707678367198,28,1.4901161193847656e-08,-26.000000000000,7.292321632802,4.969809773916
78,rotor,8,2.6315477574812007e-12,-38.467225561467,28,1.1102230246251565e-16,-53.000000000000,14.532774438533,4.969809773916
78,rotor,12,2.5995335168718494e-18,-58.416452951363,96,8.2718061255302767e-25,-80.000000000000,21.583547048637,4.969809773916
78,rotor,16,2.6467245428024136e-24,-78.322066222778,96,6.1629758220391547e-33,-107.000000000000,28.677933777222,4.969809773916
78,round_only,4,2.0004808902740479e-06,-18.931221722015,113,1.4901161193847656e-08,-26.000000000000,7.068778277985,4.958238195447
78,round_only,8,2.4066582060555675e-12,-38.596105874045,113,2.2204460492503131e-16,-52.000000000000,13.403894125955,4.958238195447
78,round_only,12,2.3726336872467029e-18,-58.548216329053,113,8.2718061255302767e-25,-80.000000000000,21.451783670947,4.958238195447
78,round_only,16,2.5243525915616873e-24,-78.390360842978,113,1.2325951644078309e-32,-106.000000000000,27.609639157022,4.958238195447
79,static,4,3.1031668186187744e-06,-18.297827314634,25,1.4901161193847656e-08,-26.000000000000,7.702172685366,4.950975316122
79,static,8,3.4854202857204086e-12,-38.061804506209,25,2.2204460492503131e-16,-52.000000000000,13.938195493791,4.950975316122
79,static,12,3.7751413183935713e-18,-57.878175056772,25,1.6543612251060553e-24,-79.000000000000,21.121824943228,4.950975316122
79,static,16,4.0583677407354957e-24,-77.705374679403,25,2.4651903288156619e-32,-105.000000000000,27.294625320597,4.950975316122
79,position_only,4,2.2202730178833008e-06,-18.780831479538,73,1.4901161193847656e-08,-26.000000000000,7.219168520462,4.928520249361
79,position_only,8,2.6813828934990624e-12,-38.440159892058,34,5.5511151231257827e-17,-54.000000000000,15.559840107942,4.928520249361
79,position_only,12,2.9694097059191968e-18,-58.224529544281,34,8.2718061255302767e-25,-80.000000000000,21.775470455719,4.928520249361
79,position_only,16,3.5470738243184876e-24,-77.899644920277,34,3.0814879110195774e-33,-108.000000000000,30.100355079723,4.928520249361
79,rotor,4,2.3432075977325439e-06,-18.703083793121,0,7.4505805969238281e-09,-27.000000000000,8.296916206879,4.956699923885
79,rotor,8,2.7439855943001135e-12,-38.406864231149,13,5.5511151231257827e-17,-54.000000000000,15.593135768851,4.956699923885
79,rotor,12,2.7866549546223568e-18,-58.316171329884,13,4.1359030627651384e-25,-81.000000000000,22.683828670116,4.956699923885
79,rotor,16,2.9696519737030313e-24,-78.155980412006,13,3.0814879110195774e-33,-108.000000000000,29.844019587994,4.956699923885
79,round_only,4,2.2761523723602295e-06,-18.744971430181,25,1.4901161193847656e-08,-26.000000000000,7.255028569819,4.967597540792
79,round_only,8,2.513197983056159e-12,-38.533612811273,13,2.2204460492503131e-16,-52.000000000000,13.466387188727,4.967597540792
79,round_only,12,2.5295725452160691e-18,-58.455812093408,13,1.6543612251060553e-24,-79.000000000000,20.544187906592,4.967597540792
79,round_only,16,2.6160716671413498e-24,-78.338872213367,47,1.2325951644078309e-32,-106.000000000000,27.661127786633,4.967597540792
80,static,4,2.2351741790771484e-06,-18.771181309504,2,1.4901161193847656e-08,-26.000000000000,7.228818690496,5.011330544903
80,static,8,2.2424284651378912e-12,-38.698075175638,2,5.5511151231257827e-17,-54.000000000000,15.301924824362,5.011330544903
80,static,12,2.0568014469180841e-18,-58.754303177781,82,4.1359030627651384e-25,-81.000000000000,22.245696822219,5.011330544903
80,static,16,1.7687886872076071e-24,-78.903512574168,2,3.0814879110195774e-33,-108.000000000000,29.096487425832,5.011330544903
80,position_only,4,1.9632279872894287e-06,-18.958340848363,114,1.4901161193847656e-08,-26.000000000000,7.041659151637,5.030012260088
80,position_only,8,1.6396606294932781e-12,-39.149739896251,85,1.1102230246251565e-16,-53.000000000000,13.850260103749,5.030012260088
80,position_only,12,1.5154886121003066e-18,-59.194922696713,91,8.2718061255302767e-25,-80.000000000000,20.805077303287,5.030012260088
80,position_only,16,1.3038978899812818e-24,-79.343443382717,85,6.1629758220391547e-33,-107.000000000000,27.656556617283,5.030012260088
80,rotor,4,2.2836029529571533e-06,-18.740256736309,28,7.4505805969238281e-09,-27.000000000000,8.259743263691,4.987231662757
80,rotor,8,2.3010898742015229e-12,-38.660819806311,28,5.5511151231257827e-17,-54.000000000000,15.339180193689,4.987231662757
80,rotor,12,2.2760958160999001e-18,-58.608144416364,28,4.1359030627651384e-25,-81.000000000000,22.391855583636,4.987231662757
80,rotor,16,2.20183074687029e-24,-78.587570703052,28,3.0814879110195774e-33,-108.000000000000,29.412429296948,4.987231662757
80,round_only,4,1.8551945686340332e-06,-19.039998067932,48,7.4505805969238281e-09,-27.000000000000,7.960001932068,5.007410030926
80,round_only,8,1.7565116028350758e-12,-39.050424032172,3,5.5511151231257827e-17,-54.000000000000,14.949575967828,5.007410030926
80,round_only,12,1.6176612892786089e-18,-59.100796144353,48,4.1359030627651384e-25,-81.000000000000,21.899203855647,5.007410030926
80,round_only,16,1.5202056496491157e-24,-79.122007776220,48,3.0814879110195774e-33,-108.000000000000,28.877992223780,5.007410030926
81,static,4,2.6747584342956543e-06,-18.512159966177,90,1.4901161193847656e-08,-26.000000000000,7.487840033823,4.969052640363
81,static,8,2.885830463483785e-12,-38.334150591652,90,1.1102230246251565e-16,-53.000000000000,14.665849408348,4.969052640363
81,static,12,3.0808608163297181e-18,-58.171372200580,90,1.6543612251060553e-24,-79.000000000000,20.828627799420,4.969052640363
81,static,16,2.9741683441338655e-24,-78.153787968046,90,1.2325951644078309e-32,-106.000000000000,27.846212031954,4.969052640363
81,position_only,4,2.6635825634002686e-06,-18.518200568334,50,1.4901161193847656e-08,-26.000000000000,7.481799431666,4.952101040802
81,position_only,8,3.2291808116369225e-12,-38.171968914560,0,2.2204460492503131e-16,-52.000000000000,13.828031085440,4.952101040802
81,position_only,12,3.5721877988151638e-18,-57.957897779446,0,1.6543612251060553e-24,-79.000000000000,21.042102220554,4.952101040802
81,position_only,16,3.4232566367585657e-24,-77.950904824067,0,2.4651903288156619e-32,-105.000000000000,27.049095175933,4.952101040802
81,rotor,4,2.1755695343017578e-06,-18.810175441120,50,1.4901161193847656e-08,-26.000000000000,7.189824558880,4.957668742000
81,rotor,8,2.417538391696894e-12,-38.589598338059,50,2.2204460492503131e-16,-52.000000000000,13.410401661941,4.957668742000
81,rotor,12,2.5150418252868681e-18,-58.464123315643,50,1.6543612251060553e-24,-79.000000000000,20.535876684357,4.957668742000
81,rotor,16,2.7107472489490349e-24,-78.287583675256,50,1.2325951644078309e-32,-106.000000000000,27.712416324744,4.957668742000
81,round_only,4,1.8998980522155762e-06,-19.005646563141,11,1.4901161193847656e-08,-26.000000000000,6.994353436859,4.967628668083
81,round_only,8,1.9309137622158801e-12,-38.913853406054,11,1.1102230246251565e-16,-53.000000000000,14.086146593946,4.967628668083
81,round_only,12,2.1280799621932965e-18,-58.705153347128,11,8.2718061255302767e-25,-80.000000000000,21.294846652872,4.967628668083
81,round_only,16,2.1179650560471197e-24,-78.643595490555,11,6.1629758220391547e-33,-107.000000000000,28.356404509445,4.967628668083
82,static,4,2.9951333999633789e-06,-18.348948308821,122,1.4901161193847656e-08,-26.000000000000,7.651051691179,4.920901273739
82,static,8,3.8679198732793907e-12,-37.911579229981,9,1.1102230246251565e-16,-53.000000000000,15.088420770019,4.920901273739
82,static,12,4.2360780470653368e-18,-57.711976537652,9,8.2718061255302767e-25,-80.000000000000,22.288023462348,4.920901273739
82,static,16,5.1531029709942632e-24,-77.360832856112,122,1.2325951644078309e-32,-106.000000000000,28.639167143888,4.920901273739
82,position_only,4,2.8088688850402832e-06,-18.441579286731,3,1.4901161193847656e-08,-26.000000000000,7.558420713269,4.944422571894
82,position_only,8,3.1161462299422737e-12,-38.223374202982,4,1.1102230246251565e-16,-53.000000000000,14.776625797018,4.944422571894
82,position_only,12,3.3481572519398106e-18,-58.051338419849,16,8.2718061255302767e-25,-80.000000000000,21.948661580151,4.944422571894
