context_index,variant,period_rounds,spectral_decay_bits_per_round,period_perron_factor,iterations
37,static,16,4.966690910248,1.1968312191805991e-24,9
37,position_only,16,4.930222604449,1.7934190234293725e-24,10
37,rotor,16,4.946160210789,1.5028602963107798e-24,10
37,round_only,16,4.949157123377,1.4537309669568274e-24,10
38,static,16,4.938787426380,1.6309080607318953e-24,9
38,position_only,16,4.944606249255,1.5289850380507594e-24,11
38,rotor,16,4.952077798079,1.4073971610963535e-24,10
38,round_only,16,4.949427096670,1.4493848611891313e-24,11
39,static,16,4.992683302641,8.9710044657716099e-25,10
39,position_only,16,4.966407199948,1.2006029168837852e-24,11
39,rotor,16,4.978866159774,1.045661370163572e-24,9
39,round_only,16,4.994104306414,8.8307346832452942e-25,10
40,static,16,4.981454084692,1.0160764268094192e-24,11
40,position_only,16,4.983377806725,9.9462828903116721e-25,10
40,rotor,16,4.970937605688,1.1417704156059725e-24,10
40,round_only,16,4.961896795717,1.2621868918702486e-24,11
41,static,16,4.913368571112,2.1620159096802033e-24,9
41,position_only,16,5.019305124307,6.6775569880952825e-25,12
41,rotor,16,5.006249527473,7.7179084602292394e-25,11
41,round_only,16,4.990081377361,9.2336454308955566e-25,11
42,static,16,5.022378383586,6.4537971579345151e-25,9
42,position_only,16,4.951424198575,1.4176359550654629e-24,9
42,rotor,16,5.010517387134,7.3611143257404723e-25,10
42,round_only,16,5.015577791497,6.959374808675166e-25,10
43,static,16,4.938294483534,1.6398485061589264e-24,11
43,position_only,16,4.970724381660,1.144473589401632e-24,13
43,rotor,16,4.966268553684,1.2024504275072126e-24,10
43,round_only,16,4.951133417016,1.4222150271772931e-24,11
44,static,16,5.042482094619,5.1639994904205303e-25,10
44,position_only,16,5.056112495865,4.4395161141520383e-25,10
44,rotor,16,5.003826716146,7.9280986480405354e-25,10
44,round_only,16,5.014703571642,7.0271769435115724e-25,9
45,static,16,5.027893478062,6.0708844888563395e-25,11
45,position_only,16,4.941368716397,1.5848813235737393e-24,9
45,rotor,16,4.998999991332,8.3640547802695431e-25,10
45,round_only,16,5.000899500327,8.1896986490904667e-25,10
46,static,16,4.934639696714,1.7076817451888627e-24,10
46,position_only,16,4.986450576738,9.6130427153755922e-25,11
46,rotor,16,5.007490135455,7.6124466111196774e-25,10
46,round_only,16,5.014030936966,7.0797939889400771e-25,11
47,static,16,4.899197242273,2.5299667087099765e-24,12
47,position_only,16,4.950302512188,1.4353813513679507e-24,10
47,rotor,16,4.977907613564,1.0568366914226706e-24,10
47,round_only,16,4.980099055127,1.0314610871851337e-24,10
48,static,16,4.996944979578,8.5568671903696113e-25,10
48,position_only,16,4.948634570745,1.4621802248219272e-24,11
48,rotor,16,4.996944674177,8.5568961725767041e-25,11
48,round_only,16,4.991829281893,9.0563760319472666e-25,11
49,static,16,4.985072829076,9.7610551390407933e-25,10
49,position_only,16,4.996892347634,8.5618633510387281e-25,11
49,rotor,16,4.991180632826,9.1217602187766877e-25,11
49,round_only,16,4.990888194250,9.151392371849e-25,11
50,static,16,4.969318919500,1.1624523381283334e-24,11
50,position_only,16,5.016441580351,6.8930242298163347e-25,11
50,rotor,16,5.011018597524,7.3203103391458772e-25,11
50,round_only,16,5.004384056464,7.8792454011712176e-25,10
51,static,16,5.033947429663,5.6766645749288309e-25,9
51,position_only,16,4.947937370811,1.4735299094383545e-24,10
51,rotor,16,4.967912007277,1.1807325064150405e-24,10
51,round_only,16,4.970168114327,1.1515559019687091e-24,10
52,static,16,4.988592254587,9.387404323787541e-25,11
52,position_only,16,5.009085391343,7.4789519292033061e-25,11
52,rotor,16,5.003927716812,7.919223093070441e-25,11
52,round_only,16,5.025499379095,6.2342339981899291e-25,10
53,static,16,4.951505659653,1.4163557953495516e-24,11
53,position_only,16,4.995019481004,8.7415594738795079e-25,12
53,rotor,16,4.986608332021,9.5962388044731381e-25,11
53,round_only,16,4.998547085028,8.4061722081837935e-25,11
54,static,16,5.012420612634,7.207368301965247e-25,11
54,position_only,16,4.956675405523,1.3374340835358291e-24,10
54,rotor,16,5.004956041496,7.8294214706082845e-25,10
54,round_only,16,5.006226138360,7.7199106957408676e-25,10
55,static,16,4.949943795876,1.4411030901905459e-24,11
55,position_only,16,5.053873309276,4.5511445971561984e-25,11
55,rotor,16,4.963058714400,1.2460265825129802e-24,10
55,round_only,16,4.956583933022,1.3387915486819509e-24,12
56,static,16,4.979454806435,1.0388572126039895e-24,10
56,position_only,16,5.024385376291,6.3117337613420779e-25,9
56,rotor,16,5.040296919183,5.2906745154118463e-25,11
56,round_only,16,5.044799898364,5.0329490683638852e-25,10
57,static,16,4.899204090675,2.5297745619855983e-24,10
57,position_only,16,4.955242636259,1.3588555455289973e-24,10
57,rotor,16,4.983861958721,9.8930202678763193e-25,12
57,round_only,16,4.975213302025,1.0888924340836013e-24,10
58,static,16,5.036460642842,5.520626838061649e-25,10
58,position_only,16,5.064492869053,4.0454956397158622e-25,12
58,rotor,16,5.038099645397,5.4211842693066e-25,12
58,round_only,16,5.026800430360,6.1449253581512517e-25,11
59,static,16,4.952232404409,1.4049860506206313e-24,11
59,position_only,16,4.963143329096,1.2448578508931525e-24,13
59,rotor,16,4.961411549282,1.2689977302787813e-24,12
59,round_only,16,4.962498432975,1.2537931472575947e-24,11
60,static,16,4.928480716853,1.8284013733027562e-24,10
60,position_only,16,4.912009835854,2.1948417191002349e-24,10
60,rotor,16,5.014046932377,7.0785381818301563e-25,10
60,round_only,16,4.985473980516,9.7177255216654366e-25,11
61,static,16,4.973198111443,1.1135022661262891e-24,9
61,position_only,16,4.948464519253,1.4649403983475933e-24,13
61,rotor,16,4.952776900436,1.3965273909196869e-24,11
61,round_only,16,4.944188346787,1.5360878515942551e-24,11
62,static,16,4.980640635855,1.0252843675395725e-24,9
62,position_only,16,5.029532398809,5.9615355859207024e-25,11
62,rotor,16,5.004909602509,7.8334548557786155e-25,10
62,round_only,16,5.004012598333,7.9117717120290168e-25,10
63,static,16,4.962492986337,1.2538688850967145e-24,12
63,position_only,16,4.899475826331,2.5221621961135383e-24,13
63,rotor,16,4.988147352542,9.4338373769419154e-25,10
63,round_only,16,4.992087592553,9.0304688429469176e-25,12
64,static,16,4.899601321541,2.5186543266964276e-24,10
64,position_only,16,4.991262249676,9.1135073034847072e-25,11
64,rotor,16,4.972892518435,1.117282477731066e-24,11
64,round_only,16,4.983240080651,9.9614867599678562e-25,12
65,static,16,4.953826520092,1.380365150118892e-24,11
65,position_only,16,4.874389798731,3.3311896645245593e-24,11
65,rotor,16,4.980712492032,1.0244676331301439e-24,11
65,round_only,16,4.986402310479,9.6181898579083169e-25,10
66,static,16,5.010989526104,7.3226708782807621e-25,10
66,position_only,16,4.989907256982,9.2514933517811357e-25,9
66,rotor,16,4.956104915000,1.3459227773024677e-24,11
66,round_only,16,4.966025708568,1.205693278248296e-24,9
67,static,16,4.982233033793,1.0073365290219283e-24,10
67,position_only,16,5.023627707767,6.3649935312062401e-25,13
67,rotor,16,5.004000482346,7.9128348928965531e-25,10
67,round_only,16,5.012747977635,7.1812487171233661e-25,12
68,static,16,4.989734154185,9.2692711638254174e-25,12
68,position_only,16,5.041944530743,5.1948780431728704e-25,11
68,rotor,16,5.024138541439,6.3290357159510179e-25,12
68,round_only,16,5.026908153344,6.1375884846278423e-25,11
69,static,16,4.968277533569,1.1759557223787757e-24,11
69,position_only,16,5.005009305524,7.8247978642519862e-25,11
69,rotor,16,5.014080008940,7.0759420320814492e-25,10
69,round_only,16,5.014560181319,7.0383607988347527e-25,11
70,static,16,4.920968823304,1.9872496232890221e-24,9
70,position_only,16,4.979877309046,1.034000822008846e-24,10
70,rotor,16,4.954841031927,1.3649212974190679e-24,12
70,round_only,16,4.960664363822,1.2795570355514379e-24,11
71,static,16,4.961680288992,1.2652212162286816e-24,10
71,position_only,16,4.913248844643,2.1648885606605081e-24,9
71,rotor,16,4.989014962053,9.3434993924455764e-25,10
71,round_only,16,4.978170160060,1.0537639399742114e-24,9
72,static,16,4.946028065125,1.5050644163851525e-24,11
72,position_only,16,5.033716917072,5.6911953432167105e-25,12
72,rotor,16,5.006474715156,7.6986577167847826e-25,11
72,round_only,16,5.001731913108,8.1144412859020923e-25,10
73,static,16,4.964554305118,1.2255296557430344e-24,10
73,position_only,16,4.994726519053,8.770007444606714e-25,10
73,rotor,16,4.999434452073,8.3238509912158358e-25,10
73,round_only,16,5.006945092085,7.6586011079596126e-25,13
74,static,16,4.904971935630,2.3730184332669102e-24,9
74,position_only,16,4.982876881245,1.0001692651815896e-24,11
74,rotor,16,4.988432020140,9.4041011064350719e-25,7
74,round_only,16,4.986204526366,9.6393104744276426e-25,10
75,static,16,4.965170605711,1.2171817314939072e-24,10
75,position_only,16,4.991807295046,9.0585846254813561e-25,10
75,rotor,16,4.993999504264,8.8410045518096289e-25,12
75,round_only,16,4.996509264905,8.5983160081411075e-25,11
76,static,16,4.954910231133,1.3638741989423544e-24,13
76,position_only,16,5.019121387148,6.6911777876560999e-25,10
76,rotor,16,4.995801033994,8.666117684342926e-25,10
76,round_only,16,5.003585092681,7.9493719846967945e-25,10
77,static,16,4.933152348090,1.7360839445644827e-24,12
77,position_only,16,4.947911129141,1.4739588124184483e-24,11
77,rotor,16,4.980009504618,1.0324859884570921e-24,11
77,round_only,16,4.976917819911,1.0685016669502736e-24,10
78,static,16,5.002797658142,8.0190972917289029e-25,11
78,position_only,16,4.948908152605,1.457750518214656e-24,11
78,rotor,16,4.972050389701,1.1277662250313337e-24,10
78,round_only,16,4.976671716077,1.0714219963340035e-24,12
79,static,16,4.949672259793,1.4454494145171962e-24,9
79,position_only,16,4.931956826485,1.7592555368042813e-24,9
79,rotor,16,4.963477413552,1.240254043264877e-24,12
79,round_only,16,4.966060170221,1.2052325600067176e-24,10
80,static,16,5.026420621054,6.1708637262981662e-25,11
80,position_only,16,5.032708394135,5.7552079841376466e-25,9
80,rotor,16,4.998665734672,8.3951180809622228e-25,9
80,round_only,16,5.008982748905,7.4874703748556424e-25,11
81,static,16,4.983659160353,9.9152957584668952e-25,11
81,position_only,16,4.977108362604,1.0662461081356322e-24,12
81,rotor,16,4.962256542284,1.2571611555407273e-24,11
81,round_only,16,4.979364166142,1.0399020312273408e-24,11
82,static,16,4.910631183744,2.2286581443038151e-24,11
82,position_only,16,4.936872759134,1.6659096180824336e-24,10
82,rotor,16,4.917779082685,2.0588075158406738e-24,11
82,round_only,16,4.921331549945,1.9792714386997876e-24,11
83,static,16,5.041402964450,5.2261732121120611e-25,10
83,position_only,16,4.961085433870,1.2735956693592297e-24,9
83,rotor,16,4.963710150754,1.2370569041164211e-24,11
83,round_only,16,4.958888872240,1.3050022746527656e-24,10
84,static,16,5.022549514991,6.4415600607103957e-25,10
84,position_only,16,4.956238678883,1.3439275960373058e-24,11
84,rotor,16,4.973485968631,1.109953146954129e-24,10
84,round_only,16,4.997614578126,8.4935585214806584e-25,10
85,static,16,4.966444105366,1.2001116176357732e-24,9
85,position_only,16,5.102784276991,2.6457081769199251e-25,10
85,rotor,16,5.021347212513,6.5280267631235132e-25,10
85,round_only,16,5.026067592908,6.1950712957379231e-25,10
86,static,16,5.059453005124,4.2780528051858438e-25,13
86,position_only,16,5.057963161087,4.3493258371122287e-25,11
86,rotor,16,5.029758171795,5.9466271542578604e-25,11
86,round_only,16,5.036875154518,5.4953063108705785e-25,11
87,static,16,5.039735127985,5.3237407733275855e-25,12
87,position_only,16,5.038984213496,5.3682615226909128e-25,12
87,rotor,16,4.988371002971,9.4104670347039162e-25,12
87,round_only,16,4.980688145433,1.0247442894623463e-24,11
88,static,16,5.030831607677,5.8762535596204266e-25,13
88,position_only,16,4.952962375434,1.3936577095009981e-24,9
88,rotor,16,4.931566933597,1.7668791170865718e-24,11
88,round_only,16,4.962230736455,1.2575210012826384e-24,12
89,static,16,4.915452779927,2.1126148857281546e-24,9
89,position_only,16,4.970801300915,1.1434976989730919e-24,10
89,rotor,16,4.945882283967,1.5074997196528999e-24,9
89,round_only,16,4.949469629277,1.4487013450924108e-24,10
90,static,16,5.016238677271,6.9085528410822549e-25,10
90,position_only,16,4.933784723946,1.7239509103690997e-24,12
90,rotor,16,4.941240884900,1.5871297980023229e-24,11
90,round_only,16,4.939327811326,1.6211631595734237e-24,11
91,static,16,4.967188032228,1.1902509345446673e-24,10
91,position_only,16,4.950886943297,1.4261079431476612e-24,10
91,rotor,16,4.947736368495,1.4768183470969876e-24,11
91,round_only,16,4.960526858004,1.281509833699886e-24,12
92,static,16,4.875491889598,3.290721751159929e-24,11
92,position_only,16,4.951014475860,1.4240923083870685e-24,13
92,rotor,16,4.941658587814,1.5797944646755311e-24,10
92,round_only,16,4.940334271207,1.6031683566264564e-24,12
93,static,16,4.957875726900,1.3197481529616465e-24,11
93,position_only,16,5.059375944007,4.2817105422210501e-25,11
93,rotor,16,5.026367410264,6.1745063915309736e-25,9
93,round_only,16,5.033706270960,5.6918673375137677e-25,10
94,static,16,5.037602077776,5.4511821475091158e-25,13
94,position_only,16,5.005975158961,7.7414286189163542e-25,9
94,rotor,16,4.980493389570,1.0269600386317139e-24,11
94,round_only,16,4.986083123711,9.6522975688828904e-25,12
95,static,16,4.988725617572,9.3735302134650558e-25,11
95,position_only,16,5.013912192942,7.0891236060721112e-25,10
95,rotor,16,5.004463431051,7.872312413799504e-25,12
95,round_only,16,4.995638225319,8.6817794134912663e-25,12
96,static,16,4.976299063303,1.0758591871651868e-24,10
96,position_only,16,4.989225375712,9.3217211761916857e-25,10
96,rotor,16,4.954055417078,1.3768654697460836e-24,8
96,round_only,16,4.958211570092,1.3148417352905011e-24,9
97,static,16,4.998005175509,8.456845160559717e-25,10
97,position_only,16,4.973711474089,1.1071806939612651e-24,12
97,rotor,16,4.987506685353,9.5011056232281116e-25,11
97,round_only,16,4.989865577134,9.2557707904125909e-25,11
98,static,16,5.043750494818,5.0918660070957633e-25,11
98,position_only,16,4.930261011464,1.7926552838930685e-24,10
98,rotor,16,5.018279696973,6.7539299708682465e-25,10
98,round_only,16,4.997943108253,8.4626684161291454e-25,11
99,static,16,4.921792643771,1.9691758846596364e-24,10
99,position_only,16,4.964031181437,1.2326603869471712e-24,10
99,rotor,16,4.981186687149,1.019094107948553e-24,10
99,round_only,16,4.982007359871,1.0098608524224996e-24,10
100,static,16,5.032916831287,5.7419193689188425e-25,12
100,position_only,16,4.988167303373,9.431750260059732e-25,12
100,rotor,16,5.015558691034,6.9608491754844362e-25,11
100,round_only,16,5.020093778306,6.6194067265452302e-25,10
101,static,16,5.034409796329,5.6476302201655258e-25,10
101,position_only,16,4.859440693647,3.9318905943329832e-24,10
101,rotor,16,4.980387589911,1.0281657353313028e-24,10
101,round_only,16,4.975176257710,1.0893398806781652e-24,12
102,static,16,4.978529461379,1.0495732783773292e-24,10
102,position_only,16,5.101484933141,2.6841093390653396e-25,10
102,rotor,16,5.035418250075,5.5848184047697069e-25,11
102,round_only,16,5.021861898762,6.4908705849710233e-25,12
103,static,16,4.918666548692,2.03864348106879e-24,10
103,position_only,16,4.992915269514,8.9479553657733031e-25,10
103,rotor,16,4.948867540167,1.4584072461791601e-24,10
103,round_only,16,4.942308585917,1.568447134037428e-24,12
104,static,16,5.023174099421,6.3970944381521383e-25,12
104,position_only,16,4.986760278667,9.5800813947306986e-25,12
104,rotor,16,4.988550558516,9.3917462908551279e-25,11
104,round_only,16,4.978472071047,1.0502415225257076e-24,12
105,static,16,4.963704274722,1.2371375223833872e-24,10
105,position_only,16,4.956972752711,1.3330309102231489e-24,10
105,rotor,16,4.964750900518,1.2228605286280797e-24,11
105,round_only,16,4.973450601467,1.1103885941536119e-24,11
106,static,16,4.975318465539,1.0876231983926004e-24,10
106,position_only,16,4.955148076148,1.3602813318747728e-24,9
106,rotor,16,5.015656233699,6.9533231202842108e-25,12
106,round_only,16,5.013892407885,7.0906792957226076e-25,11
107,static,16,4.932366042220,1.7512895134037735e-24,12
107,position_only,16,4.888292060494,2.8552188069828262e-24,11
107,rotor,16,4.939292061205,1.621806048265123e-24,11
107,round_only,16,4.930382803436,1.7902355499150865e-24,10
108,static,16,5.039633711542,5.3297319893291607e-25,11
108,position_only,16,4.980139394885,1.0309997330354899e-24,10
108,rotor,16,4.986099823083,9.6505101098632828e-25,10
108,round_only,16,4.980666102659,1.0249948313182019e-24,10
109,static,16,5.066876260124,3.9399633515840579e-25,11
109,position_only,16,4.975298997853,1.0878580454418791e-24,11
109,rotor,16,4.971723895205,1.131857200800462e-24,10
109,round_only,16,4.973368494144,1.1114001737870178e-24,12
110,static,16,5.057720264762,4.3610578738906527e-25,11
110,position_only,16,4.951891780938,1.4103036129324032e-24,9
110,rotor,16,4.987978702502,9.4514988324121347e-25,10
110,round_only,16,5.004135836648,7.9009656316848802e-25,10
111,static,16,4.953322471351,1.388103108675286e-24,9
111,position_only,16,4.998904667642,8.3729017133233338e-25,10
111,rotor,16,4.996934356396,8.5578753758551425e-25,11
111,round_only,16,5.008410156435,7.5351690001917148e-25,9
112,static,16,4.953699184819,1.3823158697005483e-24,9
112,position_only,16,4.953969790821,1.3781735974271952e-24,10
112,rotor,16,4.991947871282,9.0444729297824736e-25,9
112,round_only,16,4.973584467333,1.1087413121719766e-24,12
113,static,16,4.921545313923,1.9745847011695943e-24,10
113,position_only,16,4.988135578971,9.4350692625289296e-25,11
113,rotor,16,4.996587143986,8.5908927917303339e-25,11
113,round_only,16,4.999608369937,8.3078113309709406e-25,10
114,static,16,4.975767192504,1.0822240423412332e-24,12
114,position_only,16,5.039820303542,5.3187141977637532e-25,10
114,rotor,16,4.994742203418,8.7684820768086175e-25,10
114,round_only,16,4.979880357631,1.0339658631485482e-24,11
115,static,16,4.956924300777,1.3337474057311872e-24,11
115,position_only,16,4.937147869030,1.6608345633597351e-24,11
115,rotor,16,4.967168989421,1.1905023319604104e-24,10
115,round_only,16,4.949912230162,1.4416076726366515e-24,11
116,static,16,4.988410437228,9.4063523618229921e-25,9
116,position_only,16,4.976466943343,1.0738579631386013e-24,11
116,rotor,16,4.984463933704,9.827193293872407e-25,9
